縣市,鄉鎮市區,村里,所得平均數_萬元,所得中位數_萬元,目標年齡層佔比_百分比,附近核心商場/商圈,latitude,longitude
連江縣,莒光鄉,第12里,101.7,76.5,23.2,連江縣莒光鄉核心商圈,26.1223,119.8596
台北市,文山區,第13里,240.2,198.9,32.1,台北市文山區核心商圈,24.9547,121.5429
新北市,深坑區,第13里,180.6,135.7,31.2,新北市深坑區核心商圈,25.0096,121.4185
基隆市,中正區,第13里,103.5,79.3,27.2,基隆市中正區核心商圈,25.1428,121.7564
桃園市,楊梅區,第13里,193.7,157.1,29.5,桃園市楊梅區核心商圈,24.9698,121.3605
新竹市,北區,第13里,239.3,195.1,34.7,新竹市北區核心商圈,24.7284,121.0608
新竹縣,五峰鄉,第13里,187.2,141.2,28.6,新竹縣五峰鄉核心商圈,24.8447,120.9777
苗栗縣,三灣鄉,第13里,109.1,78.5,22.1,苗栗縣三灣鄉核心商圈,24.5411,120.8253
台中市,大肚區,第13里,176.7,127.9,31.6,台中市大肚區核心商圈,24.1327,120.6398
彰化縣,二林鎮,第13里,115.0,84.6,26.6,彰化縣二林鎮核心商圈,23.9993,120.5282
南投縣,名間鄉,第13里,115.1,84.8,22.1,南投縣名間鄉核心商圈,23.8421,120.7392
雲林縣,口湖鄉,第13里,106.9,76.5,24.0,雲林縣口湖鄉核心商圈,23.6268,120.473
嘉義市,東區,第13里,103.2,80.0,28.0,嘉義市東區核心商圈,23.4454,120.4302
嘉義縣,番路鄉,第13里,96.9,70.9,27.0,嘉義縣番路鄉核心商圈,23.4424,120.3095
台南市,龍崎區,第13里,96.4,76.8,25.1,台南市龍崎區核心商圈,23.0431,120.1408
高雄市,美濃區,第13里,170.0,124.2,26.7,高雄市美濃區核心商圈,22.6316,120.3798
屏東縣,三地門鄉,第13里,88.9,65.6,28.5,屏東縣三地門鄉核心商圈,22.6671,120.479
宜蘭縣,三星鄉,第13里,97.5,72.1,23.9,宜蘭縣三星鄉核心商圈,24.7752,121.7523
花蓮縣,富里鄉,第13里,83.3,59.8,25.5,花蓮縣富里鄉核心商圈,23.9151,121.5702
台東縣,大武鄉,第13里,104.6,77.3,27.5,台東縣大武鄉核心商圈,22.7738,121.1792
澎湖縣,七美鄉,第13里,96.8,69.4,28.3,澎湖縣七美鄉核心商圈,23.4927,119.5312
金門縣,金城鎮,第13里,101.8,72.0,23.6,金門縣金城鎮核心商圈,24.4087,118.3958
連江縣,東引鄉,第13里,118.6,87.2,22.8,連江縣東引鄉核心商圈,26.076,119.9803
台北市,北投區,第14里,280.8,237.7,29.4,台北市北投區核心商圈,25.087,121.5626
新北市,石門區,第14里,119.5,87.4,28.0,新北市石門區核心商圈,25.0477,121.4988
基隆市,中山區,第14里,89.6,66.0,28.7,基隆市中山區核心商圈,25.1099,121.7931
桃園市,平鎮區,第14里,193.8,139.6,26.3,桃園市平鎮區核心商圈,25.064,121.2441
新竹市,香山區,第14里,262.2,211.5,34.9,新竹市香山區核心商圈,24.789,121.037
新竹縣,新埔鎮,第14里,157.0,128.7,27.8,新竹縣新埔鎮核心商圈,24.8726,120.9344
苗栗縣,公館鄉,第14里,112.5,84.3,26.0,苗栗縣公館鄉核心商圈,24.6063,120.794
台中市,太平區,第14里,199.7,144.3,29.3,台中市太平區核心商圈,24.1236,120.719
彰化縣,鹿港鎮,第14里,105.0,74.6,22.9,彰化縣鹿港鎮核心商圈,24.1453,120.5446
南投縣,竹山鎮,第14里,88.9,65.3,24.4,南投縣竹山鎮核心商圈,23.9755,120.6909
雲林縣,西螺鎮,第14里,110.0,80.0,28.1,雲林縣西螺鎮核心商圈,23.7454,120.4384
嘉義市,東區,第14里,112.4,82.5,28.4,嘉義市東區核心商圈,23.5048,120.455
嘉義縣,布袋鎮,第14里,103.9,78.7,28.6,嘉義縣布袋鎮核心商圈,23.4641,120.2363
台南市,善化區,第14里,169.8,126.4,29.1,台南市善化區核心商圈,22.9957,120.2743
高雄市,路竹區,第14里,131.8,96.5,27.1,高雄市路竹區核心商圈,22.6053,120.331
屏東縣,獅子鄉,第14里,101.1,75.1,28.6,屏東縣獅子鄉核心商圈,22.736,120.5453
宜蘭縣,冬山鄉,第14里,83.3,59.7,27.3,宜蘭縣冬山鄉核心商圈,24.8135,121.7035
花蓮縣,卓溪鄉,第14里,83.1,64.5,28.2,花蓮縣卓溪鄉核心商圈,23.8908,121.576
台東縣,卑南鄉,第14里,99.6,72.8,26.0,台東縣卑南鄉核心商圈,22.7251,121.159
澎湖縣,馬公市,第14里,114.4,84.5,25.8,澎湖縣馬公市核心商圈,23.5298,119.6339
金門縣,烏坵鄉,第14里,116.7,87.6,26.4,金門縣烏坵鄉核心商圈,24.375,118.406
連江縣,東引鄉,第14里,97.4,72.3,28.8,連江縣東引鄉核心商圈,26.0771,119.9628
台北市,信義區,第15里,239.9,194.4,30.9,台北市信義區核心商圈,24.9991,121.5324
新北市,三芝區,第15里,197.8,148.9,28.6,新北市三芝區核心商圈,25.0231,121.5183
基隆市,七堵區,第15里,85.3,60.8,24.1,基隆市七堵區核心商圈,25.1951,121.792
桃園市,中壢區,第15里,138.7,110.1,31.5,桃園市中壢區核心商圈,25.0677,121.3402
新竹市,東區,第15里,173.1,140.9,30.9,新竹市東區核心商圈,24.7621,121.0802
新竹縣,五峰鄉,第15里,165.9,134.2,32.8,新竹縣五峰鄉核心商圈,24.8923,121.0425
苗栗縣,卓蘭鎮,第15里,88.1,63.4,24.8,苗栗縣卓蘭鎮核心商圈,24.4949,120.7757
台中市,太平區,第15里,163.3,127.5,29.7,台中市太平區核心商圈,24.1686,120.6142
彰化縣,北斗鎮,第15里,92.7,69.8,27.7,彰化縣北斗鎮核心商圈,24.0193,120.5432
南投縣,信義鄉,第15里,95.3,71.2,27.6,南投縣信義鄉核心商圈,23.9341,120.6064
雲林縣,麥寮鄉,第15里,102.1,76.0,26.1,雲林縣麥寮鄉核心商圈,23.7109,120.4501
嘉義市,東區,第15里,98.9,71.1,23.4,嘉義市東區核心商圈,23.5153,120.4239
嘉義縣,新港鄉,第15里,105.7,74.2,26.0,嘉義縣新港鄉核心商圈,23.4117,120.32
台南市,下營區,第15里,110.5,82.3,29.1,台南市下營區核心商圈,22.9749,120.1261
高雄市,美濃區,第15里,99.5,75.7,27.9,高雄市美濃區核心商圈,22.6905,120.2628
屏東縣,琉球鄉,第15里,118.7,90.7,26.3,屏東縣琉球鄉核心商圈,22.6359,120.4066
宜蘭縣,礁溪鄉,第15里,116.9,86.4,22.2,宜蘭縣礁溪鄉核心商圈,24.788,121.7547
花蓮縣,吉安鄉,第15里,117.7,91.0,26.2,花蓮縣吉安鄉核心商圈,23.8953,121.5334
台東縣,東河鄉,第15里,114.7,85.6,28.4,台東縣東河鄉核心商圈,22.8077,121.1217
澎湖縣,望安鄉,第15里,108.3,78.3,27.1,澎湖縣望安鄉核心商圈,23.5192,119.5629
金門縣,金寧鄉,第15里,92.2,67.0,25.3,金門縣金寧鄉核心商圈,24.4703,118.4368
連江縣,東引鄉,第15里,105.3,79.2,24.3,連江縣東引鄉核心商圈,26.147,119.913
台北市,南港區,第16里,224.8,190.1,32.2,台北市南港區核心商圈,25.0282,121.5947
新北市,板橋區,第16里,118.4,85.9,30.0,新北市板橋區核心商圈,25.0367,121.4844
基隆市,暖暖區,第16里,102.6,72.4,25.8,基隆市暖暖區核心商圈,25.1018,121.6733
桃園市,龍潭區,第16里,169.5,124.0,30.4,桃園市龍潭區核心商圈,24.9313,121.3215
新竹市,東區,第16里,148.0,119.2,33.3,新竹市東區核心商圈,24.8137,121.0636
新竹縣,新埔鎮,第16里,142.6,105.8,32.7,新竹縣新埔鎮核心商圈,24.8258,121.0404
苗栗縣,苑裡鎮,第16里,108.2,79.1,26.2,苗栗縣苑裡鎮核心商圈,24.5161,120.8765
台中市,大里區,第16里,122.5,97.3,31.0,台中市大里區核心商圈,24.1264,120.7092
彰化縣,彰化市,第16里,85.0,60.8,26.5,彰化縣彰化市核心商圈,24.084,120.4871
南投縣,埔里鎮,第16里,89.3,64.5,28.1,南投縣埔里鎮核心商圈,23.9898,120.7272
雲林縣,斗南鎮,第16里,85.1,60.8,27.3,雲林縣斗南鎮核心商圈,23.7654,120.3669
嘉義市,東區,第16里,102.1,72.0,24.5,嘉義市東區核心商圈,23.3903,120.4534
嘉義縣,太保市,第16里,91.1,68.1,22.2,嘉義縣太保市核心商圈,23.5355,120.3128
台南市,山上區,第16里,117.9,82.8,29.9,台南市山上區核心商圈,22.9783,120.1589
高雄市,梓官區,第16里,152.1,117.5,30.4,高雄市梓官區核心商圈,22.6736,120.3087
屏東縣,九如鄉,第16里,97.1,72.2,24.9,屏東縣九如鄉核心商圈,22.731,120.5345
宜蘭縣,頭城鎮,第16里,96.5,68.5,25.0,宜蘭縣頭城鎮核心商圈,24.6997,121.7221
花蓮縣,壽豐鄉,第16里,115.4,88.5,28.4,花蓮縣壽豐鄉核心商圈,23.9958,121.652
台東縣,東河鄉,第16里,105.0,74.2,26.0,台東縣東河鄉核心商圈,22.7979,121.1872
澎湖縣,湖西鄉,第16里,91.4,69.8,27.1,澎湖縣湖西鄉核心商圈,23.565,119.5052
金門縣,金城鎮,第16里,83.3,61.8,28.5,金門縣金城鎮核心商圈,24.4447,118.2927
連江縣,莒光鄉,第16里,103.5,76.8,23.8,連江縣莒光鄉核心商圈,26.2146,119.9791
台北市,中正區,第17里,206.9,155.3,33.2,台北市中正區核心商圈,25.0872,121.4957
新北市,新店區,第17里,182.0,135.5,27.5,新北市新店區核心商圈,24.9464,121.4732
基隆市,安樂區,第17里,85.6,63.5,23.5,基隆市安樂區核心商圈,25.1853,121.7485
桃園市,龜山區,第17里,155.0,115.8,33.1,桃園市龜山區核心商圈,24.9214,121.3134
新竹市,北區,第17里,149.6,118.7,33.1,新竹市北區核心商圈,24.7418,120.9969
新竹縣,北埔鄉,第17里,176.6,137.8,29.4,新竹縣北埔鄉核心商圈,24.8064,120.9449
苗栗縣,竹南鎮,第17里,105.5,75.1,27.8,苗栗縣竹南鎮核心商圈,24.5405,120.7424
台中市,龍井區,第17里,176.8,130.4,33.3,台中市龍井區核心商圈,24.1872,120.6949
彰化縣,二林鎮,第17里,117.8,86.7,22.3,彰化縣二林鎮核心商圈,24.0939,120.4833
南投縣,集集鎮,第17里,99.5,69.7,24.1,南投縣集集鎮核心商圈,23.8758,120.7405
雲林縣,北港鎮,第17里,111.3,79.1,22.4,雲林縣北港鎮核心商圈,23.7342,120.3678
嘉義市,東區,第17里,102.3,75.7,24.0,嘉義市東區核心商圈,23.4881,120.3857
嘉義縣,布袋鎮,第17里,110.1,85.4,22.0,嘉義縣布袋鎮核心商圈,23.4466,120.239
台南市,中西區,第17里,115.2,87.9,29.7,台南市中西區核心商圈,22.9679,120.2475
高雄市,阿蓮區,第17里,133.7,105.6,27.5,高雄市阿蓮區核心商圈,22.6188,120.3031
屏東縣,枋山鄉,第17里,101.4,77.5,24.5,屏東縣枋山鄉核心商圈,22.6248,120.5317
宜蘭縣,員山鄉,第17里,118.3,92.2,24.5,宜蘭縣員山鄉核心商圈,24.7704,121.7363
花蓮縣,瑞穗鄉,第17里,82.6,62.6,25.2,花蓮縣瑞穗鄉核心商圈,24.0432,121.5962
台東縣,成功鎮,第17里,88.7,68.2,28.3,台東縣成功鎮核心商圈,22.7086,121.1946
澎湖縣,白沙鄉,第17里,89.0,63.5,28.4,澎湖縣白沙鄉核心商圈,23.5553,119.5211
金門縣,金城鎮,第17里,92.0,69.1,24.7,金門縣金城鎮核心商圈,24.4841,118.3718
連江縣,東引鄉,第17里,82.2,62.4,26.6,連江縣東引鄉核心商圈,26.0847,119.9668
台北市,大安區,第18里,206.4,172.6,34.3,台北市大安區核心商圈,24.9886,121.5232
新北市,深坑區,第18里,159.9,117.3,32.1,新北市深坑區核心商圈,25.0569,121.4319
基隆市,仁愛區,第18里,116.7,87.1,22.5,基隆市仁愛區核心商圈,25.1044,121.7303
桃園市,八德區,第18里,176.3,134.5,29.4,桃園市八德區核心商圈,25.0656,121.3047
新竹市,東區,第18里,215.7,163.1,29.6,新竹市東區核心商圈,24.7093,120.9657
新竹縣,新豐鄉,第18里,114.2,89.1,31.5,新竹縣新豐鄉核心商圈,24.7438,121.0023
苗栗縣,頭份市,第18里,85.8,62.5,28.6,苗栗縣頭份市核心商圈,24.6332,120.7662
台中市,后里區,第18里,164.6,124.8,30.1,台中市后里區核心商圈,24.1411,120.5831
彰化縣,員林市,第18里,104.9,78.1,25.9,彰化縣員林市核心商圈,24.0392,120.5486
南投縣,埔里鎮,第18里,98.2,71.6,23.2,南投縣埔里鎮核心商圈,23.9551,120.7055
雲林縣,莿桐鄉,第18里,107.6,79.1,22.1,雲林縣莿桐鄉核心商圈,23.6433,120.3581
嘉義市,西區,第18里,95.8,72.3,26.2,嘉義市西區核心商圈,23.4652,120.4382
嘉義縣,梅山鄉,第18里,108.0,81.8,23.5,嘉義縣梅山鄉核心商圈,23.5341,120.2716
台南市,仁德區,第18里,145.0,106.9,30.4,台南市仁德區核心商圈,23.0444,120.2787
高雄市,鳳山區,第18里,125.7,99.4,28.8,高雄市鳳山區核心商圈,22.7215,120.3529
屏東縣,林邊鄉,第18里,113.0,80.9,23.5,屏東縣林邊鄉核心商圈,22.6057,120.5206
宜蘭縣,南澳鄉,第18里,114.0,83.4,22.0,宜蘭縣南澳鄉核心商圈,24.761,121.81
花蓮縣,豐濱鄉,第18里,88.2,65.1,27.6,花蓮縣豐濱鄉核心商圈,23.9456,121.5621
台東縣,關山鎮,第18里,91.3,68.2,24.7,台東縣關山鎮核心商圈,22.7591,121.0889
澎湖縣,白沙鄉,第18里,90.1,65.8,23.1,澎湖縣白沙鄉核心商圈,23.5472,119.5995
金門縣,金寧鄉,第18里,84.8,64.8,27.9,金門縣金寧鄉核心商圈,24.5198,118.4337
連江縣,莒光鄉,第18里,85.1,65.7,22.3,連江縣莒光鄉核心商圈,26.2293,119.9654
台北市,大同區,第19里,203.4,171.7,29.0,台北市大同區核心商圈,25.0849,121.4808
新北市,深坑區,第19里,186.0,141.2,26.1,新北市深坑區核心商圈,25.0704,121.5221
基隆市,暖暖區,第19里,92.3,69.8,27.3,基隆市暖暖區核心商圈,25.143,121.7393
桃園市,蘆竹區,第19里,140.1,113.0,32.7,桃園市蘆竹區核心商圈,25.0065,121.3056
新竹市,東區,第19里,278.7,215.2,31.0,新竹市東區核心商圈,24.8413,121.062
新竹縣,尖石鄉,第19里,147.2,116.6,31.0,新竹縣尖石鄉核心商圈,24.7888,121.0419
苗栗縣,三灣鄉,第19里,91.5,69.0,27.3,苗栗縣三灣鄉核心商圈,24.5191,120.8035
台中市,新社區,第19里,154.0,123.3,33.5,台中市新社區核心商圈,24.169,120.6444
彰化縣,伸港鄉,第19里,113.9,86.6,23.7,彰化縣伸港鄉核心商圈,24.1479,120.596
南投縣,草屯鎮,第19里,111.9,85.3,27.4,南投縣草屯鎮核心商圈,23.9071,120.6389
雲林縣,水林鄉,第19里,118.1,84.7,24.5,雲林縣水林鄉核心商圈,23.777,120.4907
嘉義市,西區,第19里,87.2,66.7,22.5,嘉義市西區核心商圈,23.5231,120.44
嘉義縣,六腳鄉,第19里,116.5,85.7,22.5,嘉義縣六腳鄉核心商圈,23.4311,120.307
台南市,白河區,第19里,114.7,88.4,25.0,台南市白河區核心商圈,23.0085,120.1378
高雄市,鳳山區,第19里,163.3,127.6,31.0,高雄市鳳山區核心商圈,22.5969,120.2248
屏東縣,新埤鄉,第19里,96.9,72.4,24.3,屏東縣新埤鄉核心商圈,22.679,120.4555
宜蘭縣,五結鄉,第19里,98.5,71.4,24.7,宜蘭縣五結鄉核心商圈,24.6898,121.7349
花蓮縣,新城鄉,第19里,108.1,83.3,28.2,花蓮縣新城鄉核心商圈,24.0309,121.6141
台東縣,太麻里鄉,第19里,84.7,62.2,26.8,台東縣太麻里鄉核心商圈,22.769,121.0895
澎湖縣,望安鄉,第19里,104.2,73.8,28.0,澎湖縣望安鄉核心商圈,23.4964,119.52
金門縣,金城鎮,第19里,112.0,84.1,26.5,金門縣金城鎮核心商圈,24.4602,118.3866
連江縣,南竿鄉,第19里,106.5,81.5,28.8,連江縣南竿鄉核心商圈,26.1326,119.8849
台北市,南港區,第20里,151.5,122.7,32.1,台北市南港區核心商圈,25.0246,121.6356
新北市,石門區,第20里,180.5,141.5,26.4,新北市石門區核心商圈,24.9348,121.5077
基隆市,七堵區,第20里,84.7,64.8,23.4,基隆市七堵區核心商圈,25.115,121.7624
桃園市,八德區,第20里,133.9,103.7,29.2,桃園市八德區核心商圈,24.9984,121.2208
新竹市,北區,第20里,167.6,142.1,31.7,新竹市北區核心商圈,24.7055,121.0497
新竹縣,尖石鄉,第20里,133.0,104.0,30.6,新竹縣尖石鄉核心商圈,24.8094,120.9459
苗栗縣,西湖鄉,第20里,96.8,73.7,22.8,苗栗縣西湖鄉核心商圈,24.6201,120.8621
台中市,石岡區,第20里,190.8,138.6,30.0,台中市石岡區核心商圈,24.1998,120.6218
彰化縣,大城鄉,第20里,90.7,67.0,25.2,彰化縣大城鄉核心商圈,24.0286,120.6107
南投縣,鹿谷鄉,第20里,90.1,70.2,23.2,南投縣鹿谷鄉核心商圈,23.8773,120.7437
雲林縣,臺西鄉,第20里,97.9,71.7,24.4,雲林縣臺西鄉核心商圈,23.7207,120.4886
嘉義市,西區,第20里,89.4,67.9,25.4,嘉義市西區核心商圈,23.4172,120.5022
嘉義縣,鹿草鄉,第20里,115.4,83.9,28.3,嘉義縣鹿草鄉核心商圈,23.4497,120.2163
台南市,關廟區,第20里,102.1,81.3,30.8,台南市關廟區核心商圈,22.9009,120.1996
高雄市,苓雅區,第20里,174.5,135.7,26.5,高雄市苓雅區核心商圈,22.6804,120.2976
屏東縣,潮州鎮,第20里,91.9,70.3,24.4,屏東縣潮州鎮核心商圈,22.6839,120.4283
宜蘭縣,礁溪鄉,第20里,106.6,82.1,26.2,宜蘭縣礁溪鄉核心商圈,24.7074,121.6915
花蓮縣,富里鄉,第20里,101.6,78.3,25.8,花蓮縣富里鄉核心商圈,24.0494,121.6229
台東縣,延平鄉,第20里,101.7,76.2,26.7,台東縣延平鄉核心商圈,22.7547,121.1211
澎湖縣,馬公市,第20里,108.0,77.2,24.3,澎湖縣馬公市核心商圈,23.6054,119.5463
金門縣,金城鎮,第20里,101.1,73.4,26.1,金門縣金城鎮核心商圈,24.4381,118.4411
連江縣,東引鄉,第20里,116.1,89.0,23.2,連江縣東引鄉核心商圈,26.1669,119.985
台北市,大安區,第21里,139.0,112.2,33.6,台北市大安區核心商圈,25.087,121.5188
新北市,永和區,第21里,112.1,84.7,31.8,新北市永和區核心商圈,24.9992,121.485
基隆市,中山區,第21里,99.6,72.5,26.3,基隆市中山區核心商圈,25.0441,121.738
桃園市,復興區,第21里,192.9,156.2,32.8,桃園市復興區核心商圈,24.9852,121.2247
新竹市,香山區,第21里,303.7,246.1,28.6,新竹市香山區核心商圈,24.7418,120.9523
新竹縣,橫山鄉,第21里,140.1,112.1,27.5,新竹縣橫山鄉核心商圈,24.8321,121.0286
苗栗縣,三義鄉,第21里,83.7,65.2,25.0,苗栗縣三義鄉核心商圈,24.5101,120.7763
台中市,神岡區,第21里,134.0,102.1,33.8,台中市神岡區核心商圈,24.1099,120.6392
彰化縣,鹿港鎮,第21里,85.0,65.3,28.4,彰化縣鹿港鎮核心商圈,24.0763,120.5893
南投縣,魚池鄉,第21里,117.4,83.5,22.6,南投縣魚池鄉核心商圈,23.9599,120.637
雲林縣,西螺鎮,第21里,92.1,68.0,27.1,雲林縣西螺鎮核心商圈,23.7156,120.4146
嘉義市,東區,第21里,90.3,69.4,24.1,嘉義市東區核心商圈,23.5394,120.4096
嘉義縣,溪口鄉,第21里,87.8,66.3,23.4,嘉義縣溪口鄉核心商圈,23.4353,120.2775
台南市,柳營區,第21里,135.2,99.6,31.9,台南市柳營區核心商圈,22.9964,120.2054
高雄市,鹽埕區,第21里,154.3,114.2,26.8,高雄市鹽埕區核心商圈,22.7252,120.3277
屏東縣,南州鄉,第21里,105.6,77.6,27.8,屏東縣南州鄉核心商圈,22.7094,120.555
宜蘭縣,羅東鎮,第21里,110.0,79.2,25.9,宜蘭縣羅東鎮核心商圈,24.785,121.7561
花蓮縣,秀林鄉,第21里,93.5,66.2,25.3,花蓮縣秀林鄉核心商圈,24.0298,121.6216
台東縣,海端鄉,第21里,119.4,90.1,26.9,台東縣海端鄉核心商圈,22.7238,121.1736
澎湖縣,湖西鄉,第21里,103.4,80.6,28.5,澎湖縣湖西鄉核心商圈,23.4995,119.6372
金門縣,烏坵鄉,第21里,96.3,67.5,23.3,金門縣烏坵鄉核心商圈,24.4793,118.4375
連江縣,北竿鄉,第21里,102.1,76.5,27.5,連江縣北竿鄉核心商圈,26.0978,120.0033
台北市,中正區,第22里,162.0,131.9,29.5,台北市中正區核心商圈,25.107,121.5458
新北市,泰山區,第22里,137.5,110.8,29.4,新北市泰山區核心商圈,24.9785,121.4318
基隆市,暖暖區,第22里,84.7,61.6,26.0,基隆市暖暖區核心商圈,25.0652,121.7055
桃園市,蘆竹區,第22里,145.7,110.7,27.7,桃園市蘆竹區核心商圈,25.0226,121.3693
新竹市,北區,第22里,266.2,216.1,33.6,新竹市北區核心商圈,24.8296,121.0021
新竹縣,尖石鄉,第22里,158.2,117.4,32.0,新竹縣尖石鄉核心商圈,24.7845,121.0307
苗栗縣,獅潭鄉,第22里,104.8,80.1,25.5,苗栗縣獅潭鄉核心商圈,24.5828,120.8994
台中市,中區,第22里,130.1,94.0,33.3,台中市中區核心商圈,24.1664,120.5934
彰化縣,埤頭鄉,第22里,96.5,68.4,26.7,彰化縣埤頭鄉核心商圈,24.0375,120.4924
南投縣,埔里鎮,第22里,107.5,76.1,22.9,南投縣埔里鎮核心商圈,23.8556,120.6605
雲林縣,古坑鄉,第22里,94.5,70.4,28.5,雲林縣古坑鄉核心商圈,23.7188,120.354
嘉義市,西區,第22里,92.2,70.9,27.5,嘉義市西區核心商圈,23.4104,120.436
嘉義縣,中埔鄉,第22里,100.3,71.2,23.5,嘉義縣中埔鄉核心商圈,23.4149,120.2207
台南市,安平區,第22里,111.9,82.2,29.5,台南市安平區核心商圈,22.9694,120.1668
高雄市,梓官區,第22里,149.2,108.1,29.5,高雄市梓官區核心商圈,22.6011,120.3114
屏東縣,車城鄉,第22里,92.8,69.4,27.9,屏東縣車城鄉核心商圈,22.6743,120.5018
宜蘭縣,南澳鄉,第22里,108.7,79.1,26.9,宜蘭縣南澳鄉核心商圈,24.7822,121.7575
花蓮縣,新城鄉,第22里,104.8,77.6,23.4,花蓮縣新城鄉核心商圈,23.9544,121.5389
台東縣,關山鎮,第22里,110.2,81.6,26.8,台東縣關山鎮核心商圈,22.6897,121.1508
澎湖縣,七美鄉,第22里,98.9,71.2,23.8,澎湖縣七美鄉核心商圈,23.5076,119.5235
金門縣,金沙鎮,第22里,119.6,91.9,23.1,金門縣金沙鎮核心商圈,24.4103,118.3141
